local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes
A001,manualforthestatetraitanxietyinventory,Manual for the State-Trait Anxiety Inventory,Charles D. Spielberger; Richard L. Gorsuch; Robert E. Lushene,Charles D. Spielberger,1970.0,https://openalex.org/W1607171655,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:28:34Z,X001,"The STAI serves as an indicator of two types of anxiety, the state and trait anxiety, and measure the severity of the overall anxiety level.The STAI, which is appropriate for those who have at least a sixth grade reading level, contains four-point Likert items. The instrument is divided into two sections, each having twenty questions. Approximately 15 minutes are required for adults to complete the both STAI. The number on the scale is positively correlated to the anxiety related to in the question.",Anxiety; Likert scale; State-Trait Anxiety Inventory; Psychology; Trait; Clinical psychology; Trait anxiety; Psychiatry; Developmental psychology; Computer science; Programming language,False,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X001.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:-
A101,101016jesr2019100429,David Mackey and the clever climate calculator,Kiso Jan,Kiso Jan,2020.0,10.1016/j.esr.2019.100429,,,,Energy Strategy Reviews,27,,100429,Elsevier BV,en,https://doi.org/10.1016/j.esr.2019.100429,0.9,resolved,openalex,2026-08-16T22:29:59Z,X002,,Calculator; Environmental ethics; Computer science; Philosophy; Operating system,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract"
A102,101822621784612v23n110,A PERSPECTIVA DA ALTERIDADE NA EDUCAÇÃO,Adilson Cristiano Habowski; Elaine Conte; Natália de Borba Pugens,Adilson Cristiano Habowski,2018.0,10.18226/21784612.v23.n1.10,,,,Conjectura filosofia e educação,23,1,179-197,Universidade Caixias do Sul,pt,https://doi.org/10.18226/21784612.v23.n1.10,0.9,resolved,openalex,2026-08-16T22:30:00Z,X002,"inacabamentos, esclarecendo posições dogmáticas e compartilhando o respeito",Sociology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 6, 'heuristic': 1}","X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-"
A103,amodelagemcientficadefenmenosfsicoseoensinodefsica,A modelagem científica de fenômenos físicos e o ensino de física,Rafael Vasques Brandão; Ives Solano Araújo; Eliane Ângela Veit,Rafael Vasques Brandão,2008.0,https://openalex.org/W2579596707,,,,,,,,,pt,,0.9,resolved,openalex,2026-08-16T22:30:01Z,X002,,Physics,True,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X002.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:abstract
A104,101002sres2427,Modelling the Limits of Bioenergy,Alexandre Strapasson,Alexandre Strapasson,2016.0,10.1002/sres.2427,,,,Systems Research and Behavioral Science,33,5,686-690,Wiley,en,https://doi.org/10.1002/sres.2427,0.9,resolved,openalex,2026-08-16T22:30:02Z,X002,"This note offers a glimpse of the author's PhD thesis on the Limits of Bioenergy, which was defended at Imperial College London in 2014. The thesis was also presented as a conference paper in the 59th Annual Meeting of the International Society for the Systems Sciences in Berlin, 2015, receiving the Sir Geoffrey Vickers Memorial Award. This research note gives a brief overview on the proposed complex systems approach to land use dynamics and constraints, as a contribution to the climate change debate. A full scientific article with the whole methodology and original results is already under publication process by the author and his colleagues. Copyright © 2016 John Wiley &amp; Sons, Ltd.",Process (computing); Bioenergy; Sociology; Operations research; Engineering; Computer science; Renewable energy; Operating system; Electrical engineering,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A105,mediandoaaprendizagemdecircuitoseltricosemfsicapropostadesequnciadidticautilizandoomodeloflippedclassroom,Mediando a aprendizagem de circuitos elétricos em Física: proposta de sequência didática utilizando o modelo flipped classroom,Marco Paulo do Nascimento; Marcello; Alexandre Betinardi; Olavo Leopoldino,Marco Paulo do Nascimento,2019.0,https://openalex.org/W2990518069,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:30:02Z,X002,"Mediating the learning of electrical circuits in the field of Physics teaching is challenging, requiring high abstraction skills from the student and innovative didactics from the teacher. The objective of this paper is to propose a reflexive teaching unit on electrical circuits for high school students, adequate to Brazil’s current national curriculum standards. The proposal is based on the use of the flipped classroom model in the light of Lev Vygotsky’s cognitive development theory, both in the social perspective of students in classroom and in their activities outside the school premises. Different methodological teaching strategies were used in order to foster situations in which students are the protagonists of their own learning, while consciously and consistently exploring their potential. As a result, at the end of the proposed teaching unit, the students are expected to be able to recognize and associate the concepts studied with practical situations of their daily lives. In addition, it is expected that the students would have acquired autonomy in their learning processes and developed social and cognitive skills, as well as would be able to create graphic and mental models on the operation and application of electrical circuits.",Curriculum; Flipped classroom; Abstraction; Autonomy; Perspective (graphical); Mathematics education; Unit (ring theory); Reflexivity; Cognition; Psychology; Pedagogy; Computer science,False,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X002.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:-
A106,101002ecy3336,"A practical guide to selecting models for exploration, inference, and prediction in ecology",Andrew T. Tredennick; Giles Hooker; Stephen P. Ellner; Peter B. Adler,Andrew T. Tredennick,2021.0,10.1002/ecy.3336,https://pubmed.ncbi.nlm.nih.gov/33710619,,,Ecology,102,6,,Wiley,en,https://doi.org/10.1002/ecy.3336,0.9,resolved,openalex,2026-08-16T22:30:03Z,X002,"Selecting among competing statistical models is a core challenge in science. However, the many possible approaches and techniques for model selection, and the conflicting recommendations for their use, can be confusing. We contend that much confusion surrounding statistical model selection results from failing to first clearly specify the purpose of the analysis. We argue that there are three distinct goals for statistical modeling in ecology: data exploration, inference, and prediction. Once the modeling goal is clearly articulated, an appropriate model selection procedure is easier to identify. We review model selection approaches and highlight their strengths and weaknesses relative to each of the three modeling goals. We then present examples of modeling for exploration, inference, and prediction using a time series of butterfly population counts. These show how a model selection approach flows naturally from the modeling goal, leading to different models selected for different purposes, even with exactly the same data set. This review illustrates best practices for ecologists and should serve as a reminder that statistical recipes cannot substitute for critical thinking or for the use of independent data to test hypotheses and validate predictions.",Inference; Model selection; Selection (genetic algorithm); Computer science; Set (abstract data type); Statistical inference; Statistical model; Machine learning; Ecology; Artificial intelligence; Data science; Management science,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A107,conscientizaoteoriaeprticadalibertaoumaintroduoaopensamentodepaulofreire,Conscientização : teoria e prática da libertação : uma introdução ao pensamento de Paulo Freire,Paulo Freiré; Kátia de Mello e Silva,Paulo Freiré,1980.0,https://openalex.org/W3141052539,,,,,,,,,pt,,0.9,resolved,openalex,2026-08-16T22:30:03Z,X002,,Humanities; Philosophy; Sociology,False,book,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X002.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:abstract
A108,10108817489326abe890,The decarbonisation of Europe powered by lifestyle changes,Luís Costa; Vincent Moreau; Boris Thurm; Wusheng Yu; Francesco Clora; Gino Baudry; Hannes Warmuth; Bernd Hezel; Tobias Seydewitz; Ana Ranković; Garret Kelly; Jürgen P. Kropp,Luís Costa,2021.0,10.1088/1748-9326/abe890,,,,Environmental Research Letters,16,4,044057,IOP Publishing,en,https://doi.org/10.1088/1748-9326/abe890,0.9,resolved,openalex,2026-08-16T22:30:04Z,X002,"Abstract Decision makers increasingly recognise the importance of lifestyle changes in reaching low emission targets. How the mitigation potential of changes in mobility, dietary, housing or consumption behaviour compare to those of ambitious technological changes in terms of decarbonisation remains a key question. To evaluate the interplay of behaviour and technological changes, we make use of the European Calculator model and show that changes in behaviour may contribute more than 20% of the overall greenhouse gas (GHG) emission reductions required for net-zero by 2050. Behaviour and technology-oriented scenarios are tested individually and in combination for the EU plus the UK and Switzerland. The impacts of behavioural change vary across sectors, with significant GHG emission reduction potential and broader benefits. Changes in travel behaviour limit the rising demand for electricity, natural resources and infrastructure costs from the electrification of passenger transport. Adopting a healthy diet reduces emissions substantially compared to intensifying agricultural practices, while at the same time making cropland available for conservation or bioenergy crops. The trade-offs between energy and food may be substantially alleviated when deploying technological and behavioural changes simultaneously. The results suggest that without behavioural change, the dependency of Europe on carbon removal technologies for its net-zero ambitions increases. Structural changes will be necessary to achieve full decarbonisation by 2050, yet changes in lifestyles are crucial, contributing to achieving climate targets sooner.",Environmental science,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 6, 'heuristic': 1}","X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-"
A109,1034019223794442021v1132564,Normatividade e descritividade em referenciais teóricos na área de ensino de Física,Olavo Leopoldino da Silva Filho; Marcello Ferreira; Antony Marco Mota Polito; André Luís Miranda de Barcellos Coelho,Olavo Leopoldino da Silva Filho,2021.0,10.34019/2237-9444.2021.v11.32564,,,,Revista Pesquisa e Debate em Educação,11,1,1-33,Universidade Federal de Juiz de Fora,pt,https://doi.org/10.34019/2237-9444.2021.v11.32564,0.9,resolved,openalex,2026-08-16T22:30:04Z,X002,"Na literatura brasileira relacionada com aplicações didáticas em ciências, frequentemente se verifica que os fundamentos teóricos alegadamente empregados são escolhidos exclusivamente dentre teorias psicológicas de aprendizagem, sem, contudo, que elas sejam utilizadas com a devida propriedade. É possível que esse fenômeno seja uma consequência de um fato evidente: teorias psicológicas estão muito distantes da prática de sala de aula, pois elas foram desenvolvidas para cumprir uma função descritiva e não normativa. Neste trabalho, revisamos esse problema, defendendo a tese de que teorias psicológicas de aprendizagem jamais devem ser utilizadas fora do contexto de alguma teoria da educação, de modo que os fundamentos normativos sejam providos e a conexão com o contexto prático seja alcançada. Como exemplo, construímos uma relação entre a teoria de aprendizagem de David Ausubel e a teoria de educação de Matthew Lipman, mostrando como sua mútua articulação permite alcançar um referencial teórico mais eficiente. Analisamos, por fim, a importância da dimensão psicométrica como concretizadora do nexo entre uma teoria educacional e a(s) teoria(s) psicológica(s) de fundo.",Philosophy; Humanities; Physics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 6, 'heuristic': 1}","X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-"
A110,103390educsci11020086,Cyber-Archaeometry: Novel Research and Learning Subject Overview,Ioannis Liritzis; Pantelis Volonakis,Ioannis Liritzis,2021.0,10.3390/educsci11020086,,,,Education Sciences,11,2,86,MDPI AG,en,https://doi.org/10.3390/educsci11020086,0.9,resolved,openalex,2026-08-16T22:30:05Z,X002,"The cyber archaeometry concerns a new virtual ontology in the environment of cultural heritage and archaeology. The present study concerns a first pivot endeavor of a virtual polarized light microscopy (VPLM) for archaeometric learning, made from digital tools, tackling the theory of mineral identification in archaeological materials, an important aspect in characterization, provenance, and ancient technology. This endeavor introduces the range of IT computational methods and instrumentation techniques available to the study of cultural heritage and archaeology of apprentices, educators, and specialists. Use is made of virtual and immersive reality, 3D, virtual environment, massively multiplayer online processes, and gamification. The VPLM simulation is made with the use of Avatar in the time-space frame of the laboratory with navigation, exploration, control the learning outcomes in connection to the archaeometric multisystem work. The students evidently learned to operate the VPLM following operations made via visual and home-made scripting, gaining experience in synergy, teamwork, and understanding. The resulting meaningful effects of the cyber-archaeometry with virtual operations and virtual hands, texts, and video equip students especially for e-learning with the required basic knowledge of mineralogical examination, which help to understand and evaluate mineral identification from material culture and provides readiness and capacity, which may be refined in a real polarized light microscopy (PLM) environment.",Cultural heritage; Computer science; Archaeological science; Avatar; Instructional simulation; Identification (biology); Scripting language; Learning environment; Virtual reality; Multimedia; Archaeology; Human–computer interaction,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A111,101108k201006739aae002,Science and Design of Systems,,,2010.0,10.1108/k.2010.06739aae.002,,,,Kybernetes,39,1,,Emerald,en,https://doi.org/10.1108/k.2010.06739aae.002,0.9,resolved,openalex,2026-08-16T22:30:05Z,X002,,Cybernetics; Computer science; Management science; Human–computer interaction; Cognitive science; Artificial intelligence; Data science; Psychology; Engineering,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract"
A112,halvingglobalco2emissionsby2050technologiesandcosts,Halving global CO2 emissions by 2050: Technologies and costs,Lola Vallejo; Christoph Mazur; Alexandre Strapasson; Tim Cockerill; Ajay Gambhir; Tom Hills; Mark Jennings; R.M. Jones; Nicole Kalas; James Keirstead; Cheng Seong Khor; Tamaryn Napp; Danlu Tong; Jeremy Woods; Nilay Shah,Lola Vallejo,2021.0,https://openalex.org/W3155848130,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:30:06Z,X002,"This study provides a whole-systems simulation on how to halve global CO2 emissions by 2050, compared to 2010, with an emphasis on technologies and costs, in order to avoid a dangerous increase in the global mean surface temperature by end the of this century. There still remains uncertainty as to how much a low-carbon energy system costs compared to a high-carbon system. Integrated assessment models (IAMs) show a large range of costs of mitigation towards the 2°C target, with up to an order of magnitude difference between the highest and lowest cost, depending on a number of factors including model structure, technology availability and costs, and the degree of feedback with the wider macro-economy. A simpler analysis potentially serves to highlight where costs fall and to what degree. Here we show that the additional cost of a low-carbon energy system is less than 1% of global GDP more than a system resulting from low mitigation effort. The proposed approach aligns with some previous IAMs and other projections discussed in the paper, whilst also providing a clearer and more detailed view of the world. Achieving this system by 2050, with CO2 emissions of about 15GtCO2, depends heavily on decarbonisation of the electricity sector to around 100gCO2/kWh, as well as on maximising energy efficiency potential across all sectors. This scenario would require a major mitigation effort in all the assessed world regions. However, in order to keep the global mean surface temperature increase below 1.5°C, it would be necessary to achieve net-zero emission by 2050, requiring a much further mitigation effort.",Electricity; Order (exchange); Environmental science; Environmental economics; Greenhouse gas; Electricity system; Global temperature; Natural resource economics; Range (aeronautics); Global warming; Electricity generation; Business,True,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X002.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:-
A113,101164ajrccm16049903020,Risk Factors for Central and Obstructive Sleep Apnea in 450 Men And Women with Congestive Heart Failure,Don D. Sin; Fabia S. Fitzgerald; John D. Parker; Gary E. Newton; John S. Floras; T. Douglas Bradley,Don D. Sin,1999.0,10.1164/ajrccm.160.4.9903020,https://pubmed.ncbi.nlm.nih.gov/10508793,,,American Journal of Respiratory and Critical Care Medicine,160,4,1101-1106,Oxford University Press (OUP),en,https://doi.org/10.1164/ajrccm.160.4.9903020,0.9,resolved,openalex,2026-08-16T22:30:08Z,X003,"In previous analyses of the occurrence of central (CSA) and obstructive sleep apnea (OSA) in patients with congestive heart failure (CHF), only men were studied and risk factors for these disorders were not well characterized. We therefore analyzed risk factors for CSA and OSA in 450 consecutive patients with CHF (382 male, 68 female) referred to our sleep laboratory. Risk factors for CSA were male gender (odds ratio [OR] 3.50; 95% confidence interval [CI], 1.39 to 8.84), atrial fibrillation (OR 4.13; 95% CI 1.53 to 11. 14), age > 60 yr (OR 2.37; 95% CI 1.35 to 4.15), and hypocapnia (PCO(2 )< 38 mm Hg during wakefulness) (OR 4.33; 95% CI 2.50 to 7. 52). Risk factors for OSA differed by gender: in men, only body mass index (BMI) was significantly associated with OSA (OR for a BMI > 35 kg/m(2), 6.10; 95% CI 2.86 to 13.00); whereas, in women, age was the only important risk factor (OR for age > 60 yr, 6.04; 95% CI 1.75 to 20.0). We conclude that historical information, supplemented by a few simple laboratory tests may enable physicians to risk stratify CHF patients for the presence of CSA or OSA, and the need for diagnostic polysomnography for such patients. Sin DD, Fitzgerald F, Parker JD, Newton G, Floras JS, Bradley TD. Risk factors for central and obstructive sleep apnea in 450 men and women with congestive heart failure.",Medicine; Heart failure; Obstructive sleep apnea; Central sleep apnea; Cardiology; Internal medicine; Risk factor; Intensive care medicine; Apnea; Polysomnography,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X003.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A114,1010970000324619942210000011,"Low mortality rate in adult respiratory distress syndrome using low-volume, pressure-limited ventilation with permissive hypercapnia: A prospective study",Keith G. Hickling; J. Walsh; Seton Henderson; Rodger Jackson,Keith G. Hickling,1994.0,10.1097/00003246-199422100-00011,https://pubmed.ncbi.nlm.nih.gov/7924367,,,Critical Care Medicine,22,10,1568-1578,Ovid Technologies (Wolters Kluwer Health),en,https://doi.org/10.1097/00003246-199422100-00011,0.9,resolved,openalex,2026-08-16T22:30:08Z,X003,"OBJECTIVES: To evaluate the outcome in patients with severe adult respiratory distress syndrome (ARDS) managed with limitation of peak inspiratory pressure to 30 to 40 cm H2O, low tidal volumes (4 to 7 mL/kg), spontaneous breathing using synchronized intermittent mandatory ventilation from the start of ventilation, and permissive hypercapnia without the use of bicarbonate to buffer acidosis. Also, to compare hospital mortality rate with that predicted by the Acute Physiology and Chronic Health Evaluation (APACHE) II scoring system and the ""ventilator score."" SETTING: A ten-bed general intensive care unit in a university hospital. DESIGN: Prospective, descriptive study. PATIENTS: Fifty-three patients with severe ARDS having a lung injury score of > or = 2.5. INTERVENTIONS: Data recording. RESULTS: The hospital mortality rate was significantly lower than that predicted by the APACHE II scores (26.4% vs. 53.3%, p = .004), even after correcting the latter for the effect of hypercapnic acidosis (26.4% vs. 51.1%, p = .008). The mortality rate increased with increasing number of organ failures, but was only 43% in patients with > or = 4 organ failures, 20.5% with < or = 3 organ failures, and 6.6% with only respiratory failure. The mean maximum PaCO2 was 66.5 torr (range 38 to 158 torr [8.87 kPa, range 5.07 to 21.07]), and the mean arterial pH at the same time was 7.23 (range 6.79 to 7.45). There was no correlation between the maximum PaCO2 or the corresponding pH and the total respiratory rate at the same time. No pneumothoraces developed during mechanical ventilation. CONCLUSIONS: These results lend further support to the hypothesis that limitation of peak inspiratory pressure and reduction of regional lung overdistention by the use of low tidal volumes with permissive hypercapnia may reduce ventilator-induced lung injury and improve outcome in severe ARDS. This hypothesis is supported by a large body of experimental evidence, which also suggests that ventilator-induced lung injury may result in the release of inflammatory mediators, and thus may have the potential to augment the development of multiple organ dysfunction. However, the hypothesis requires testing in a randomized trial as acute hypercapnia could potentially have some adverse as well as beneficial effects.",Medicine; ARDS; Hypercapnia; Tidal volume; Respiratory acidosis; Peak inspiratory pressure; Ventilation (architecture); Anesthesia; Acidosis; Respiratory distress; Lactic acidosis; Mechanical ventilation,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X003.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A115,101152jappl1983544961,Human sinus arrhythmia as an index of vagal cardiac outflow,D. L. Eckberg,D. L. Eckberg,1983.0,10.1152/jappl.1983.54.4.961,https://pubmed.ncbi.nlm.nih.gov/6853303,,,Journal of Applied Physiology,54,4,961-966,American Physiological Society,en,https://doi.org/10.1152/jappl.1983.54.4.961,0.9,resolved,openalex,2026-08-16T22:30:08Z,X003,"Since changes of heart period follow changes of cardiac vagal efferent activity quantitatively with nearly fixed latencies, measurements of respiratory sinus arrhythmia may provide insights into human central vagal mechanisms. Accordingly, I measured intervals between heartbeats during controlled breathing (at breathing intervals of 2.5-10 s and nominal tidal volumes of 1,000 and 1,500 ml) in six healthy young men and women. As breathing interval increased, the longest heart periods became longer, the shortest heart periods became shorter, and the peak-valley P-P intervals increased asymptotically. Peak-valley P-P intervals also increased in proportion to tidal volume. However, this influence was small: a 50% increase of tidal volume increased the average peak-valley P-P interval by only about 15%. The phase angles between heart period changes and respiration varied as linear functions of breathing interval. Heart period shortening (cardioacceleration) began in inspiration at short breathing intervals and in expiration at long breathing intervals. Heart period lengthening, however, began in early expiration at all breathing intervals studied. These results point toward a close relationship between variations of respiratory depth and interval and the quantity, periodicity, and timing of vagal cardiac outflow in conscious humans. They suggest that, at usual breathing rates, phasic respiration-related changes of vagal motoneuron activity began in expiration, progress slowly, and are incompletely expressed at fast breathing rates.",Vagal tone; Expiration; Tidal volume; Respiration; Breathing; Ventilation (architecture); Respiratory system; Heart rate; Anesthesia; Cardiology; Medicine; Respiratory rate,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X003.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A116,101152jappl19896752101,Contrasting effects of hypoxia and hypercapnia on ventilation and sympathetic activity in humans,Virend K. Somers; Allyn L. Mark; Donald C. Zavala; François M. Abboud,Virend K. Somers,1989.0,10.1152/jappl.1989.67.5.2101,https://pubmed.ncbi.nlm.nih.gov/2513316,,,Journal of Applied Physiology,67,5,2101-2106,American Physiological Society,en,https://doi.org/10.1152/jappl.1989.67.5.2101,0.9,resolved,openalex,2026-08-16T22:30:09Z,X003,"We compared the effects of isocapnic hypoxia (IHO) and hyperoxic hypercapnia (HC) on sympathetic nerve activity (SNA) recorded from a peroneal nerve in 13 normal subjects. HC caused greater increases in blood pressure (BP), minute ventilation (VE), and SNA [53 +/- 14% (SE) during HC vs. 21 +/- 7% during IHO; P less than 0.05]. Even at equivalent levels of VE, HC still elicited greater SNA than IHO. However, apnea during HC caused a lesser (P less than 0.05) increase in SNA (91 +/- 26% compared with apnea on room air) than apnea during IHO (173 +/- 50%). Hypercapnic hypoxia resulted in a greater absolute increase in VE (23.6 +/- 2.8 l/min) than the additive increases due to HC alone plus IHO alone (18.0 +/- 1.8 l/min, P less than 0.05). SNA also increased synergistically by 108 +/- 23% with the combined stimulus compared with the additive effect of HC alone plus IHO alone (68 +/- 19%; P less than 0.05). We conclude that 1) HC causes greater increases in VE and SNA than does hypoxia; 2) for the same increase in VE, hypercapnia still causes a greater increase in SNA than hypoxia; however, during apnea, hypoxia causes a much greater increase in SNA than hypercapnia; 3) the inhibitory influence of ventilation on SNA is greater during hypoxia (i.e., predominantly peripheral chemoreceptor stimulation) than hypercapnia (i.e., predominantly central chemoreceptor stimulation); and 4) combined hypoxia and hypercapnia have a synergistic effect on SNA as well as on VE.",Hypercapnia; Hypoxia (environmental); Chemoreceptor; Apnea; Peripheral chemoreceptors; Anesthesia; Stimulation; Ventilation (architecture); Internal medicine; Hypoxic ventilatory response; Respiratory system; Endocrinology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X003.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A117,10116101cir944842,Respiratory Sinus Arrhythmia,Junichiro Hayano; Fumihiko Yasuma; Akiyoshi Okada; Seiji Mukai; Takao Fujinami,Junichiro Hayano,1996.0,10.1161/01.cir.94.4.842,https://pubmed.ncbi.nlm.nih.gov/8772709,,,Circulation,94,4,842-847,Ovid Technologies (Wolters Kluwer Health),en,https://doi.org/10.1161/01.cir.94.4.842,0.9,resolved,openalex,2026-08-16T22:30:09Z,X003,"BACKGROUND: The primary mechanisms of respiratory sinus arrhythmia (RSA) are understood to be the modulation of cardiac vagal efferent activity by the central respiratory drive and the lung inflation reflex, and the degree of RSA increases with cardiac vagal activity. However, it is unclear whether RSA serves an active physiological role or merely reflects a passive cardiovascular response to respiratory input. We hypothesized that RSA benefits pulmonary gas exchange by matching perfusion to ventilation within each respiratory cycle. METHODS AND RESULTS: In seven anesthetized dogs, a model stimulating RSA was made. After elimination of endogenous autonomic activities, respiration-linked heartbeat fluctuations were generated by electrical stimulation of the right cervical vagus during negative pressure ventilation produced by phrenic nerve stimulation (diaphragm pacing). The vagal stimulation was performed in three conditions; phasic stimulation during expiration (artificial RSA) and during inspiration (inverse RSA) and constant stimulation (control) causing the same number of heartbeats per minute as the phasic stimulations. Although tidal volume, cardiac output, and arterial blood pressure were unchanged, artificial RSA decreased the ratio of physiological dead space to tidal volume (VD/VT) and the fraction of intrapulmonary shunt (Qap/Qt) by 10% and 51%, respectively, and increased O2 consumption by 4% compared with control. Conversely, reverse RSA increased VD/VT and Qap/Qt by 14% and 64%, respectively, and decreased O2 consumption by 14%. CONCLUSIONS: These results support our hypothesis that RSA benefits the pulmonary gas exchange and may improve the energy efficiency of pulmonary circulation by ""saving heartbeats.""",Medicine; Vagal tone; Respiratory system; Tidal volume; Ventilation (architecture); Anesthesia; Cardiology; Internal medicine; Heart rate; Expiration; Blood pressure; Autonomic nervous system,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X003.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
