local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,il_outcome,il_failed_ids,il_missing_ids,il_met_ids,il_uncertain_ids,il_evidence_json,il_reason_summary
A291,10114532672423267268,PhysioHMD,Guillermo Bernal; Tao Yang; Abhinandan Jain; Pattie Maes,Guillermo Bernal,2018.0,10.1145/3267242.3267268,,,,Proceedings of the 2018 ACM International Symposium on Wearable Computers,,,160-167,ACM,en,https://doi.org/10.1145/3267242.3267268,0.9,resolved,openalex,2026-01-22T21:49:58Z,X010,"Virtual and augmented reality headsets are unique as they have access to our facial area: an area that presents an excellent opportunity for always-available input and insight into the user's state. Their position on the face makes it possible to capture bio-signals as well as facial expressions. This paper introduces the PhysioHMD, a software and hardware modular interface built for collecting affect and physiological data from users wearing a head-mounted display. The PhysioHMD platform is a flexible architecture enables researchers and developers to aggregate and interprets signals in real-time, and use those to develop novel, personalized interactions and evaluate virtual experiences. Offering an interface that is not only easy to extend but also is complemented by a suite of tools for testing and analysis. We hope that PhysioHMD can become a universal, publicly available testbed for VR and AR researchers.",Testbed; Computer science; Suite; Human–computer interaction; Modular design; Interface (matter); Virtual reality; Software; Architecture; Face (sociological concept); User interface; Facial recognition system,False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.85, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""The paper does not rely on desktop-only non-immersive VR."", ""quote_valid"": false, ""span"": [36, 74], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A299,101109cw201524,Art Behind the Mind: Exploring New Art Forms by Implementation of the Electroencephalography,Alena Mesárošová; Manuel Ferrer Hernández,Alena Mesárošová,2015.0,10.1109/cw.2015.24,,,,2015 International Conference on Cyberworlds (CW),,,259-266,IEEE,en,https://doi.org/10.1109/cw.2015.24,0.9,resolved,openalex,2026-01-22T21:50:00Z,X010,"The wide spread of emerging new technologies affects and modifies the artistic creation and practice. In this article the authors present proliferating technology of electroencephalography (EEG) within the field of art. Focusing on the applications of creative or artistic character and introducing the changes that have experienced different artistic disciplines such as sound, video, videogames and augmented reality by implanting the EEG technologies. Analyzing the recent examples of artworks that involve the EEG for the user interaction. Explaining how the users immersive experience in applications using EEG increases by applying the vision of virtual content through Head Mounted Display (HMD) and stereoscopic projection. The authors also present their own ""Neuro-ARt-Game"" experimental project called ""Robot & Robotnik"", inspired by Karel Capek's theater play ""R.U.R."". An interactive stereoscopic augmented reality installation which employs the EEG to grant the interaction between the user and the artwork. The interaction is entirely conditioned by the user's brain activity, creating in this manner a unique brain computer interface (BCI) for art and Augmented Reality.",Electroencephalography; Human–computer interaction; Augmented reality; Computer science; Virtual reality; Brain–computer interface; Karel; Stereoscopy; Multimedia; Artificial intelligence; Psychology; Psychiatry,False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""A2"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.7, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on A2 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A308,101109access20192952613,Development of an Online Home Appliance Control System Using Augmented Reality and an SSVEP-Based Brain–Computer Interface,Seonghun Park; Ho‐Seung Cha; Chang‐Hwan Im,Seonghun Park,2019.0,10.1109/access.2019.2952613,,,,IEEE Access,7,,163604-163614,Institute of Electrical and Electronics Engineers (IEEE),en,https://doi.org/10.1109/access.2019.2952613,0.9,resolved,openalex,2026-01-22T21:50:04Z,X010,"In this study, we implemented a new home appliance control system by combining electroencephalography (EEG)-based brain-computer interface (BCI), augmented reality (AR), and internet of things (IoT) technologies. We adopted a steady-state visual evoked potential (SSVEP)-based BCI paradigm for the implementation of a fast and robust BCI system. In the offline experiment, we compared the performances of three BCIs adopting different types of visual stimuli in an AR environment to determine the optimal visual stimulus. In the online experiment, we evaluated the feasibility of the proposed smart home system using the optimal stimulus by controlling three home appliances in real time. The visual stimuli were presented on a see-through head-mounted display (HMD), while the recorded brain activity was analyzed to classify the control command, and the home appliances were controlled through IoT. In the offline experiment, a grow/shrink stimulus (GSS) consisting of a star-shaped flickering object of varying size was selected as the optimal stimulus, eliciting SSVEP responses more effectively than the other options. In the online experiment, all users could turn the BCI-based control system on/off whenever they wanted using the eye-blinking-based electrooculogram (EOG) switch, and could successfully perform all the designated control tasks without difficulty. The average classification accuracy of the SSVEP-BCI-based control system was 92.8%, with an information transfer rate (ITR) of 37.4 bits/min. The proposed system exhibited an excellent performance, surpassing the best results reported in previous studies regarding external device control based on BCI using an HMD as rendering device.",Brain–computer interface; Computer science; Electroencephalography; Information transfer; Augmented reality; Headphones; Stimulus (psychology); Interface (matter); Visualization; Control system; Flicker; Artificial intelligence,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 5, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""A2"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.65, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on A2 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A311,1010801044731820191604473,A Dynamic User Interface Based BCI Environmental Control System,Saisai Zhong; Yadong Liu; Yang Yu; Jingsheng Tang; Zongtan Zhou; Dewen Hu,Saisai Zhong,2019.0,10.1080/10447318.2019.1604473,,,,International Journal of Human–Computer Interaction,36,1,55-66,Informa UK Limited,en,https://doi.org/10.1080/10447318.2019.1604473,0.9,resolved,openalex,2026-01-22T21:50:05Z,X010,"In this study, a dynamic user interface (UI) is proposed in visual P300 Brain-Computer Interface (BCI) based environmental control system. A head-mounted Augmented Reality (AR) glass is used as the interactive media, which is used to assists the BCI system to build the dynamic UI with the scene in subject's field of view. In the dynamic UI, based on the objects detected by the AR glass, options are dynamically generated. The subject can assign tasks by selecting different options in the dynamic UI. Five subjects successfully completed the task of controlling household appliances and navigating wheelchairs to designated destinations. Compared to static UI, the proposed dynamic UI has a 17.4% improvement in time delay. On average, only 1.9% of the commands resulted in incorrect operations. The dynamic UI makes progress in reducing time delay and incorrect operations. The proposed system provides a brand-new interactive method in BCI based applications.",Brain–computer interface; Computer science; Interface (matter); Task (project management); Human–computer interaction; User interface; Control (management); Multimedia; Artificial intelligence; Operating system; Engineering; Systems engineering,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""A2"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.75, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on A2 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A314,101109smc201800749,SSVEP-Based BCI in Virtual Reality - Control of a Vacuum Cleaner Robot,Piotr Stawicki; Felix Gembler; Cheuk Yin Chan; Mihaly Benda; Aya Rezeika; Abdul Saboor; Roland Grichnik; Ivan Volosyak,Piotr Stawicki,2018.0,10.1109/smc.2018.00749,,,,"2018 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,,534-537,IEEE,en,https://doi.org/10.1109/smc.2018.00749,0.9,resolved,openalex,2026-01-22T21:50:06Z,X010,"Brain-Computer Interfaces (BCIs) allow communication and control of the environment without the use of peripheral muscles. One of the standard BCI paradigms is based on steady state visual evoked potentials (SSVEPs), brain signals induced by gazing at a constantly flickering target. In this article, a VR SSVEP-based steering simulation is presented and evaluated in comparison to a standard desktop version. Three control classes were used to control the application. The experimental task was to steer a virtual vacuum robot and collect 10 dust piles (for this, at least 31 command classifications were required). Participants were instructed to complete the task twice, using a head mounted display (HMD) and the laptop screen for visual stimulation. All participants were able to complete the task in both scenarios. Mean accuracies of 98.91% and 97.48% and mean ITRs of 23.96 and 20.71 bits/min were achieved for the HMD and desktop control, respectively. On average, the number of commands needed to complete the task in the online experiment was 32.00 and 32.75, for the HMD and desktop scenario, respectively.",Brain–computer interface; Laptop; Computer science; Task (project management); Virtual reality; Robot; Simulation; Virtual machine; Human–computer interaction; Electroencephalography; Artificial intelligence; Engineering,False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""Participants were instructed to complete the task twice, using a head mounted display (HMD) and the laptop screen for visual stimulation."", ""quote_valid"": true, ""span"": [256, 283], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A323,103390s20041204,Embodiment Is Related to Better Performance on a Brain–Computer Interface in Immersive Virtual Reality: A Pilot Study,Julia M. Juliano; Ryan Spicer; Athanasios Vourvopoulos; Stéphanie Lefebvre; Kay Jann; Tyler Ard; Emiliano Santarnecchi; David M. Krum; Sook‐Lei Liew,Julia M. Juliano,2020.0,10.3390/s20041204,https://pubmed.ncbi.nlm.nih.gov/32098317,,,Sensors,20,4,1204,MDPI AG,en,https://doi.org/10.3390/s20041204,0.9,resolved,openalex,2026-01-22T21:50:11Z,X010,"Electroencephalography (EEG)-based brain–computer interfaces (BCIs) for motor rehabilitation aim to “close the loop” between attempted motor commands and sensory feedback by providing supplemental information when individuals successfully achieve specific brain patterns. Existing EEG-based BCIs use various displays to provide feedback, ranging from displays considered more immersive (e.g., head-mounted display virtual reality (HMD-VR)) to displays considered less immersive (e.g., computer screens). However, it is not clear whether more immersive displays improve neurofeedback performance and whether there are individual performance differences in HMD-VR versus screen-based neurofeedback. In this pilot study, we compared neurofeedback performance in HMD-VR versus a computer screen in 12 healthy individuals and examined whether individual differences on two measures (i.e., presence, embodiment) were related to neurofeedback performance in either environment. We found that, while participants’ performance on the BCI was similar between display conditions, the participants’ reported levels of embodiment were significantly different. Specifically, participants experienced higher levels of embodiment in HMD-VR compared to a computer screen. We further found that reported levels of embodiment positively correlated with neurofeedback performance only in HMD-VR. Overall, these preliminary results suggest that embodiment may relate to better performance on EEG-based BCIs and that HMD-VR may increase embodiment compared to computer screens.",Neurofeedback; Brain–computer interface; Virtual reality; Electroencephalography; Computer science; Sensorimotor rhythm; Motor imagery; Brain activity and meditation; Human–computer interaction; Psychology; Neuroscience,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.85, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""head-mounted display virtual reality (HMD-VR)"", ""quote_valid"": true, ""span"": [169, 179], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A325,10114533138313376599,Neo-Noumena,Nathan Semertzidis; Michaela Vranic‐Peters; Josh Andrés; Brahmi Dwivedi; Yutika Chandrashekhar Kulwe; Fabio Zambetta; Florian Mueller,Nathan Semertzidis,2020.0,10.1145/3313831.3376599,,,,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems,,,1-13,ACM,en,https://doi.org/10.1145/3313831.3376599,0.9,resolved,openalex,2026-01-22T21:50:12Z,X010,"The subjective experience of emotion is notoriously difficult to interpersonally communicate. We believe that technology can challenge this notion through the design of neuroresponsive systems for interpersonal communication. We explore this through ""Neo-Noumena"", a communicative neuroresponsive system that uses brain-computer interfacing and artificial intelligence to read one's emotional states and dynamically represent them to others in mixed reality through two head-mounted displays. In our study five participant pairs were given Neo-Noumena for three days, using the system freely. Measures of emotional competence demonstrated a statistically significant increase in participants' ability to interpersonally regulate emotions. Furthermore, participant interviews revealed themes regarding Spatiotemporal Actualization, Objective Representation, and Preternatural Transmission. We also suggest design strategies for future augmented emotion communication systems. We intend that work gives guidance towards a future in which our ability to interpersonally communicate emotion is augmented beyond traditional experience.",Interfacing; Interpersonal communication; Psychology; Emotional intelligence; Competence (human resources); Human–computer interaction; Computer science; Communicative competence; Social psychology; Pedagogy; Computer hardware,False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""A2"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.6, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on A2 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A327,10114533344803382889,Attention-Aware Brain Computer Interface to Avoid Distractions in Augmented Reality,Lisa-Marie Vortmann; Felix Putze,Lisa-Marie Vortmann,2020.0,10.1145/3334480.3382889,,,,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,,,1-8,ACM,en,https://doi.org/10.1145/3334480.3382889,0.9,resolved,openalex,2026-01-22T21:50:13Z,X010,"Recently, the idea of using BCIs in Augmented Reality settings to operate systems has emerged. One problem of such head-mounted displays is the distraction caused by an unavoidable display of control elements even when focused on internal thoughts. In this project, we reduced this distraction by including information about the current attentional state. A multimodal smart-home environment was altered to adapt to the user's state of attention. The system only responded if the attentional orientation was classified as ""external"". The classification was based on multimodal EEG and eye tracking data. Seven users tested the attention-aware system in comparison to the unaware system. We show that the adaptation of the interface improved the usability of the system. We conclude that more systems would benefit from awareness of the user's ongoing attentional state.",Distraction; Computer science; Human–computer interaction; Augmented reality; Usability; Interface (matter); Adaptation (eye); Orientation (vector space); Eye tracking; Brain–computer interface; User interface; State (computer science),False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""Augmented reality (AR) environment via a see-through head-mounted display (HMD)"", ""quote_valid"": false, ""span"": [145, 168], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A336,101109bci5127220219385365,Development of an Online Home Appliance Control System for the Elderly Based on SSVEP-Based Brain-Computer Interface: A Feasibility Study,Seonghun Park; Jisoo Ha; Ho‐Seung Cha; Kyeong-Gu Lee; Chang‐Hwan Im,Seonghun Park,2021.0,10.1109/bci51272.2021.9385365,,,,2021 9th International Winter Conference on Brain-Computer Interface (BCI),,,1-2,IEEE,en,https://doi.org/10.1109/bci51272.2021.9385365,0.9,resolved,openalex,2026-01-22T21:50:18Z,X010,"Brain-computer interface (BCI) is a technology that provides a direct communication channel between a user and the external environment using the user's brain activity. For the past decades, however, most BCI systems were tested with young people, even though the elderly are the primary target users of the BCI systems. Moreover, it has been frequently reported that a BCI system with the elderly showed significantly lower performance than that with young people. In the present study, to evaluate the feasibility of a steady-state visual evoked potential (SSVEP)-BCI-based home appliance control system, seventeen people over the age of 65 were recruited in an offline experiment in which their SSVEP responses were recorded while the visual stimuli were presented in an augmented reality (AR) environment via a see-through head-mounted display (HMD). The average classification accuracy of 94.1% and an information transfer rate (ITR) of 46.5 bits/min were achieved with respect to the window size of 3 s. Based on the results from the offline experiment, we tested the proposed online home appliance control system with a 65-year-aged female while the online experiment is still ongoing, increasing the number of the participants.",Brain–computer interface; Computer science; Interface (matter); Information transfer; Channel (broadcasting); Window (computing); Visualization; Human–computer interaction; Transfer (computing); Electroencephalography; Artificial intelligence; Psychology,False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""A2"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.7, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on A2 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A347,101186s12938022010208,A novel brain-controlled wheelchair combined with computer vision and augmented reality,Kaixuan Liu; Yang Yu; Yadong Liu; Jingsheng Tang; Xinbin Liang; Xingxing Chu; Zongtan Zhou,Kaixuan Liu,2022.0,10.1186/s12938-022-01020-8,https://pubmed.ncbi.nlm.nih.gov/35883092,,,BioMedical Engineering OnLine,21,1,,Springer Science and Business Media LLC,en,https://doi.org/10.1186/s12938-022-01020-8,0.9,resolved,openalex,2026-01-22T21:50:23Z,X010,"Abstract  
                 Background 
                 Brain-controlled wheelchairs (BCWs) are important applications of brain–computer interfaces (BCIs). Currently, most BCWs are semiautomatic. When users want to reach a target of interest in their immediate environment, this semiautomatic interaction strategy is slow. 
                
                 Methods 
                 To this end, we combined computer vision (CV) and augmented reality (AR) with a BCW and proposed the CVAR-BCW: a BCW with a novel automatic interaction strategy. The proposed CVAR-BCW uses a translucent head-mounted display (HMD) as the user interface, uses CV to automatically detect environments, and shows the detected targets through AR technology. Once a user has chosen a target, the CVAR-BCW can automatically navigate to it. For a few scenarios, the semiautomatic strategy might be useful. We integrated a semiautomatic interaction framework into the CVAR-BCW. The user can switch between the automatic and semiautomatic strategies. 
                
                 Results 
                 We recruited 20 non-disabled subjects for this study and used the accuracy, information transfer rate (ITR), and average time required for the CVAR-BCW to reach each designated target as performance metrics. The experimental results showed that our CVAR-BCW performed well in indoor environments: the average accuracies across all subjects were 83.6% (automatic) and 84.1% (semiautomatic), the average ITRs were 8.2 bits/min (automatic) and 8.3 bits/min (semiautomatic), the average times required to reach a target were 42.4 s (automatic) and 93.4 s (semiautomatic), and the average workloads and degrees of fatigue for the two strategies were both approximately 20. 
                
                 Conclusions 
                 Our CVAR-BCW provides a user-centric interaction approach and a good framework for integrating more advanced artificial intelligence technologies, which may be useful in the field of disability assistance.",CVAR; Computer science; Augmented reality; Computer vision; Artificial intelligence; Human–computer interaction; Economics; Risk management; Expected shortfall; Management,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'crossref'}",{'crossref': 7},"X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:CR | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""translucent head-mounted display (HMD)"", ""quote_valid"": true, ""span"": [165, 182], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A351,103389fninf2022758537,Novel Hybrid Brain-Computer Interface for Virtual Reality Applications Using Steady-State Visual-Evoked Potential-Based Brain–Computer Interface and Electrooculogram-Based Eye Tracking for Increased Information Transfer Rate,Jisoo Ha; Seonghun Park; Chang‐Hwan Im,Jisoo Ha,2022.0,10.3389/fninf.2022.758537,https://pubmed.ncbi.nlm.nih.gov/35281718,,,Frontiers in Neuroinformatics,16,,,Frontiers Media SA,en,https://doi.org/10.3389/fninf.2022.758537,0.9,resolved,openalex,2026-01-22T21:50:24Z,X010,"Brain–computer interfaces (BCIs) based on electroencephalogram (EEG) have recently attracted increasing attention in virtual reality (VR) applications as a promising tool for controlling virtual objects or generating commands in a “hands-free” manner. Video-oculography (VOG) has been frequently used as a tool to improve BCI performance by identifying the gaze location on the screen, however, current VOG devices are generally too expensive to be embedded in practical low-cost VR head-mounted display (HMD) systems. In this study, we proposed a novel calibration-free hybrid BCI system combining steady-state visual-evoked potential (SSVEP)-based BCI and electrooculogram (EOG)-based eye tracking to increase the information transfer rate (ITR) of a nine-target SSVEP-based BCI in VR environment. Experiments were repeated on three different frequency configurations of pattern-reversal checkerboard stimuli arranged in a 3 × 3 matrix. When a user was staring at one of the nine visual stimuli, the column containing the target stimulus was first identified based on the user’s horizontal eye movement direction (left, middle, or right) classified using horizontal EOG recorded from a pair of electrodes that can be readily incorporated with any existing VR-HMD systems. Note that the EOG can be recorded using the same amplifier for recording SSVEP, unlike the VOG system. Then, the target visual stimulus was identified among the three visual stimuli vertically arranged in the selected column using the extension of multivariate synchronization index (EMSI) algorithm, one of the widely used SSVEP detection algorithms. In our experiments with 20 participants wearing a commercial VR-HMD system, it was shown that both the accuracy and ITR of the proposed hybrid BCI were significantly increased compared to those of the traditional SSVEP-based BCI in VR environment.",Brain–computer interface; Computer science; Electrooculography; Stimulus (psychology); Virtual reality; Visualization; Artificial intelligence; Computer vision; Interface (matter); Eye movement; Gaze; Eye tracking,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X010.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""However, current VOG devices are generally too expensive to be embedded in practical low-cost VR head-mounted display (HMD) systems."", ""quote_valid"": false, ""span"": [249, 273], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A435,101145210079210084,Taking steps,Mel Slater; Martin Usoh; Anthony Steed,Mel Slater,1995.0,10.1145/210079.210084,,,,ACM Transactions on Computer-Human Interaction,2,3,201-219,Association for Computing Machinery (ACM),en,https://doi.org/10.1145/210079.210084,0.9,resolved,openalex,2026-01-22T21:51:07Z,X017,"This article presents an interactive technique for moving through an immersive virtual environment (or “virtual reality”). The technique is suitable for applications where locomotion is restricted to ground level. The technique is derived from the idea that presence in virtual environments may be enhanced the stronger the match between proprioceptive information from human body movements and sensory feedback from the computer-generated displays. The technique is an attempt to simulate body movements associated with walking. The participant “walks in place” to move through the virtual environment across distances greater than the physical limitations imposed by the electromagnetic tracking devices. A neural network is used to analyze the stream of coordinates from the head-mounted display, to determine whether or not the participant is walking on the spot. Whenever it determines the walking behavior, the participant is moved through virtual space in the direction of his or her gaze. We discuss two experimental studies to assess the impact on presence of this method in comparison to the usual hand-pointing method of navigation in virtual reality. The studies suggest that subjective rating of presence is enhanced by the walking method provided that participants associate subjectively with the virtual body provided in the environment. An application of the technique to climbing steps and ladders is also presented.",Computer science; Virtual reality; Human–computer interaction; Virtual machine; Gaze; Computer vision; Movement (music); Optical head-mounted display; Simulator sickness; Artificial intelligence; Climbing; Engineering,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X017.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""A2"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.6, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on A2 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A521,10114529106742910681,Ogma,Dylan Ebert; Sanika Gupta; Fillia Makedon,Dylan Ebert,2016.0,10.1145/2910674.2910681,,,,Proceedings of the 9th ACM International Conference on PErvasive Technologies Related to Assistive Environments,,,1-5,ACM,en,https://doi.org/10.1145/2910674.2910681,0.9,resolved,openalex,2026-01-22T21:51:32Z,"X021,X023","One of the traditional methods of learning a new language, or Second-Language Acquisition (SLA), is immersion, seen today as one of the most effective learning methods. Using this method, the learner relocates to a new place where the target language is the dominant language, and tries to learn the language my immersing themselves in the local environment. One of the disadvantages of this method is that relocating to a new place is not always a viable option. That's where Virtual Reality (VR) can come to our rescue. VR is an immersive technology that allows the user to wear a head-mounted display to be immersed in a life-like virtual environment. In our research, we explore the possibility of utilizing the power of VR for SLA by building a system called Ogma, which helps users immerse themselves in an environment representing a foreign place. In our pilot study, we built a VR system and performed user studies by comparing learning performance using VR against the traditional method. In both cases, users were given a set of ten Swedish words to learn. Results indicated that percentage retention using our VR method was significantly higher than that of the traditional method. In addition, the effectiveness and enjoyability ratings given by users were significantly higher for the VR method. This proves that our system has potential impact on SLA by using VR technology, without suffering the disadvantages of the traditional method.",Virtual reality; Computer science; Immersion (mathematics); Human–computer interaction; Set (abstract data type); Multimedia; Virtual machine; Language acquisition; Mathematics education; Psychology; Operating system; Programming language,False,conference,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X021.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,A2,,"{""A2"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""In our pilot study, we built a VR system and performed user studies by comparing learning performance using VR against the traditional method."", ""quote_valid"": true, ""span"": [68, 134], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
