local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A015,101186s129380150063z,Analysis of short-term heart rate and diastolic period variability using a refined fuzzy entropy method,Lizhen Ji; Peng Li; Ke Li; Xinpei Wang; Changchun Liu,Lizhen Ji,2015.0,10.1186/s12938-015-0063-z,https://pubmed.ncbi.nlm.nih.gov/26126807,,,BioMedical Engineering OnLine,14,1,,Springer Science and Business Media LLC,en,https://doi.org/10.1186/s12938-015-0063-z,0.9,resolved,openalex,2026-08-16T22:28:36Z,X001,"BACKGROUND: Heart rate variability (HRV) has been widely used in the non-invasive evaluation of cardiovascular function. Recent studies have also attached great importance to the cardiac diastolic period variability (DPV) examination. Short-term variability measurement (e.g., 5 min) has drawn increasing attention in clinical practice, since it is able to provide almost immediate measurement results and enables the real-time monitoring of cardiovascular function. However, it is still a contemporary challenge to robustly estimate the HRV and DPV parameters based on short-term recordings. METHODS: In this study, a refined fuzzy entropy (rFuzzyEn) was developed by substituting a piecewise fuzzy membership function for the Gaussian function in conventional fuzzy entropy (FuzzyEn) measure. Its stability and robustness against additive noise compared with sample entropy (SampEn) and FuzzyEn, were examined by two well-accepted simulation models-the [Formula: see text] noise and the Logistic attractor. The rFuzzyEn was further applied to evaluate clinical short-term (5 min) HRV and DPV of the patients with coronary artery stenosis and healthy volunteers. RESULTS: Simulation results showed smaller fluctuations in the rFuzzyEn than in SampEn and FuzzyEn values when the data length was decreasing. Besides, rFuzzyEn could distinguish the simulation models with different amount of additive noise even when the percentage of additive noise reached 60%, but neither SampEn nor FuzzyEn showed comparable performance. Clinical HRV analysis did not indicate any significant differences between the patients with coronary artery disease and the healthy volunteers in all the three mentioned entropy measures (all p > 0.20). But clinical DPV analysis showed that the patient group had a significantly higher rFuzzyEn (p < 0.01) than the healthy group. However, no or less significant difference was observed between the two groups in either SampEn (p = 0.14) or FuzzyEn (p = 0.05). CONCLUSIONS: Our proposed rFuzzyEn outperformed conventional SampEn and FuzzyEn in terms of both stability and robustness against additive noise, particularly when the data set was relatively short. Analysis of DPV using rFuzzyEn may provide more valuable information to assess the cardiovascular states than the other entropy measures and has a potential for clinical application.",Sample entropy; Heart rate variability; Approximate entropy; Mathematics; Medicine; Statistics; Piecewise; Coronary artery disease; Cardiology; Fuzzy logic; Entropy (arrow of time); Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X001.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A239,101001jama20158370,Psychotherapy for Military-Related PTSD,Maria M. Steenkamp; Brett T. Litz; Charles W. Hoge; Charles R. Marmar,Maria M. Steenkamp,2015.0,10.1001/jama.2015.8370,https://pubmed.ncbi.nlm.nih.gov/26241600,,,JAMA,314,5,489,American Medical Association (AMA),en,https://doi.org/10.1001/jama.2015.8370,0.9,resolved,openalex,2026-08-16T22:31:40Z,X008,"IMPORTANCE: Posttraumatic stress disorder (PTSD) is a disabling psychiatric disorder common among military personnel and veterans. First-line psychotherapies most often recommended for PTSD consist mainly of ""trauma-focused"" psychotherapies that involve focusing on details of the trauma or associated cognitive and emotional effects. OBJECTIVE: To examine the effectiveness of psychotherapies for PTSD in military and veteran populations. EVIDENCE REVIEW: PubMed, PsycINFO, and PILOTS were searched for randomized clinical trials (RCTs) of individual and group psychotherapies for PTSD in military personnel and veterans, published from January 1980 to March 1, 2015. We also searched reference lists of articles, selected reviews, and meta-analyses. Of 891 publications initially identified, 36 were included. FINDINGS: Two trauma-focused therapies, cognitive processing therapy (CPT) and prolonged exposure, have been the most frequently studied psychotherapies for military-related PTSD. Five RCTs of CPT (that included 481 patients) and 4 RCTs of prolonged exposure (that included 402 patients) met inclusion criteria. Focusing on intent-to-treat outcomes, within-group posttreatment effect sizes for CPT and prolonged exposure were large (Cohen d range, 0.78-1.10). CPT and prolonged exposure also outperformed waitlist and treatment-as-usual control conditions. Forty-nine percent to 70% of participants receiving CPT and prolonged exposure attained clinically meaningful symptom improvement (defined as a 10- to 12-point decrease in interviewer-assessed or self-reported symptoms). However, mean posttreatment scores for CPT and prolonged exposure remained at or above clinical criteria for PTSD, and approximately two-thirds of patients receiving CPT or prolonged exposure retained their PTSD diagnosis after treatment (range, 60%-72%). CPT and prolonged exposure were marginally superior compared with non-trauma-focused psychotherapy comparison conditions. CONCLUSIONS AND RELEVANCE: In military and veteran populations, trials of the first-line trauma-focused interventions CPT and prolonged exposure have shown clinically meaningful improvements for many patients with PTSD. However, nonresponse rates have been high, many patients continue to have symptoms, and trauma-focused interventions show marginally superior results compared with active control conditions. There is a need for improvement in existing PTSD treatments and for development and testing of novel evidence-based treatments, both trauma-focused and non-trauma-focused.",Medicine; Cognitive processing therapy; PsycINFO; Exposure therapy; Randomized controlled trial; Psychiatry; MEDLINE; Clinical psychology; Posttraumatic stress; Cognitive behavioral therapy; Cognition; Internal medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A240,101016jijpsycho201508004,Heart rate variability as a transdiagnostic biomarker of psychopathology,Theodore P. Beauchaine; Julian F. Thayer,Theodore P. Beauchaine,2015.0,10.1016/j.ijpsycho.2015.08.004,https://pubmed.ncbi.nlm.nih.gov/26272488,,,International Journal of Psychophysiology,98,2,338-350,Elsevier BV,en,https://doi.org/10.1016/j.ijpsycho.2015.08.004,0.9,resolved,openalex,2026-08-16T22:31:41Z,X008,,Research Domain Criteria; Psychopathology; Psychophysiology; Psychology; Biomarker; Cognition; Cognitive psychology; Trait; Clinical psychology; Nosology; Heart rate variability; Neuroscience,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A243,101016jcopsyc201502010,"Examining emotion regulation as an outcome, mechanism, or target of psychological treatments",Kim L. Gratz; Nicole H. Weiss; Matthew T. Tull,Kim L. Gratz,2015.0,10.1016/j.copsyc.2015.02.010,https://pubmed.ncbi.nlm.nih.gov/25859561,,,Current Opinion in Psychology,3,,85-90,Elsevier BV,en,https://doi.org/10.1016/j.copsyc.2015.02.010,0.9,resolved,openalex,2026-08-16T22:31:42Z,X008,"This paper reviews the extant literature on emotion regulation (ER) in psychological interventions. First, we review current conceptualizations of ER, highlighting a model with established clinical utility (particularly with regard to the development of new interventions and modification of existing interventions). Next, we review the literature on the effects of psychological interventions on ER, from traditional cognitive-behavioral and acceptance-based behavioral interventions that do not target ER directly to treatments that directly target ER as one component of a larger or more comprehensive treatment, as well as the preliminary research examining ER as a mechanism of change in these treatments. Finally, extant data on three treatments developed specifically to address ER are reviewed, with an emphasis on the ER-specific treatment with the most empirical support to date (emotion regulation group therapy).",Extant taxon; Psychological intervention; Psychology; Mechanism (biology); Psychotherapist; Acceptance and commitment therapy; Outcome (game theory); Cognition; Cognitive behavioral therapy; Clinical psychology; Intervention (counseling); Neuroscience,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A249,101038nrn3916c1,Neural mechanisms of mindfulness meditation: bridging clinical and neuroscience investigations,Anne Maj van der Velden; Andreas Roepstorff,Anne Maj van der Velden,2015.0,10.1038/nrn3916-c1,https://pubmed.ncbi.nlm.nih.gov/26081785,,,Nature Reviews Neuroscience,16,7,439-439,Springer Science and Business Media LLC,en,https://doi.org/10.1038/nrn3916-c1,0.9,resolved,openalex,2026-08-16T22:31:47Z,X008,"Thank you for visiting nature.com. You are using a browser version with limited support for CSS. To obtain             the best experience, we recommend you use a more up to date browser (or turn off compatibility mode in             Internet Explorer). In the meantime, to ensure continued support, we are displaying the site without styles             and JavaScript.",Meditation; Bridging (networking); Clinical neuroscience; Mindfulness; Mindfulness meditation; Neuroscience; Psychology; Psychotherapist; Cognitive science; Computer science; Neurology; Philosophy,True,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A265,103389fpsyg201500261,Resting heart rate variability predicts self-reported difficulties in emotion regulation: a focus on different facets of emotion regulation,DeWayne P. Williams; Claudia S. E. Cash; Cameron Rankin; A. Bernardi; Julian Koenig; Julian F. Thayer,DeWayne P. Williams,2015.0,10.3389/fpsyg.2015.00261,https://pubmed.ncbi.nlm.nih.gov/25806017,,,Frontiers in Psychology,6,,,Frontiers Media SA,en,https://doi.org/10.3389/fpsyg.2015.00261,0.9,resolved,openalex,2026-08-16T22:32:01Z,X008,"The Model of Neurovisceral Integration suggests that vagally mediated heart rate variability (vmHRV) represents a psychophysiological index of inhibitory control and thus, is associated with emotion regulation capacity. Over the past decade, growing empirical evidence supports this notion, showing that those with higher resting vmHRV can regulate negative emotions more adequately. However, to our knowledge, no study has previously examined how resting vmHRV may relate to everyday perceived difficulties in emotion regulation. The present study attempts to examine such relationship in 183 undergraduate students (98 female, 60 minority, mean Age = 19.34). Resting vmHRV was collected during a 5-min resting baseline period, and everyday difficulties in emotion regulation were assessed using the Difficulties in Emotion Regulation Scale (DERS). Controlling for potential covariates (including both trait anxiety and rumination), results revealed a negative relationship between resting vmHRV and DERS such that lower resting vmHRV was associated with greater difficulties in emotional regulation, especially a lack of emotional clarity and impulse control, as indicated by the respective subscales of the DERS. These findings provide further evidence for the Neurovisceral Integration Model, suggesting that emotion regulation and autonomic regulation share neural networks within the brain. Moreover, the present study extends prior research by highlighting two distinct facets of emotion regulation (impulse control and emotional clarity) that should be of particular interest when investigating the link between emotion regulation, resting vmHRV, and related health outcomes including morbidity and mortality.",Psychology; Cognitive reappraisal; Autoregulation; CLARITY; Rumination; Expressive Suppression; RESTING HEART RATE; Developmental psychology; Anxiety; Emotional regulation; Heart rate variability; Clinical psychology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A266,101016jbiopsycho201511013,Heart rate variability and cognitive processing: The autonomic response to task demands,Antonio Luque‐Casado; José C. Perales; David Cárdenas Vélez; Daniel Sanabria,Antonio Luque‐Casado,2015.0,10.1016/j.biopsycho.2015.11.013,https://pubmed.ncbi.nlm.nih.gov/26638762,,,Biological Psychology,113,,83-90,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2015.11.013,0.9,resolved,openalex,2026-08-16T22:32:01Z,X008,,Heart rate variability; Cognition; Workload; Working memory; Psychology; Audiology; Psychomotor vigilance task; Vigilance (psychology); Stimulus (psychology); Cognitive psychology; Oddball paradigm; Dissociation (chemistry),False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A267,101037h0100353,Yoga and emotion regulation: A review of primary psychological outcomes and their physiological correlates,Carolina Baptista Menezes; Natalia R. Dalpiaz; Luiz Gustavo Kiesow; William Sperb; Juliana Corrêa Hertzberg; Alcyr Alves de Oliveira,Carolina Baptista Menezes,2015.0,10.1037/h0100353,,,,Psychology &amp; Neuroscience,8,1,82-101,American Psychological Association (APA),en,https://doi.org/10.1037/h0100353,0.9,resolved,openalex,2026-08-16T22:32:02Z,X008,,Psychology; Clinical psychology; Psychotherapist; Developmental psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A270,103389fpubh201700258,An Overview of Heart Rate Variability Metrics and Norms,Fred Shaffer; J. P. Ginsberg,Fred Shaffer,2017.0,10.3389/fpubh.2017.00258,https://pubmed.ncbi.nlm.nih.gov/29034226,,,Frontiers in Public Health,5,,,Frontiers Media SA,en,https://doi.org/10.3389/fpubh.2017.00258,0.9,resolved,openalex,2026-08-16T22:32:04Z,X008,"Healthy biological systems exhibit complex patterns of variability that can be described by mathematical chaos. Heart rate variability (HRV) consists of changes in the time intervals between consecutive heartbeats called interbeat intervals (IBIs). A healthy heart is not a metronome. The oscillations of a healthy heart are complex and constantly changing, which allow the cardiovascular system to rapidly adjust to sudden physical and psychological challenges to homeostasis. This article briefly reviews current perspectives on the mechanisms that generate 24 h, short-term (~5 min), and ultra-short-term (<5 min) HRV, the importance of HRV, and its implications for health and performance. The authors provide an overview of widely-used HRV time-domain, frequency-domain, and non-linear metrics. Time-domain indices quantify the amount of HRV observed during monitoring periods that may range from ~2 min to 24 h. Frequency-domain values calculate the absolute or relative amount of signal energy within component bands. Non-linear measurements quantify the unpredictability and complexity of a series of IBIs. The authors survey published normative values for clinical, healthy, and optimal performance populations. They stress the importance of measurement context, including recording period length, subject age, and sex, on baseline HRV values. They caution that 24 h, short-term, and ultra-short-term normative values are not interchangeable. They encourage professionals to supplement published norms with findings from their own specialized populations. Finally, the authors provide an overview of HRV assessment strategies for clinical and optimal performance interventions.",Heart rate variability; Context (archaeology); Normative; Computer science; Metronome; Medicine; Psychology; Heart rate; Internal medicine; Biology; Rhythm; Epistemology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A271,102147jmdhs104807,"Information bias in health research: definition, pitfalls, and adjustment methods",Alaa Althubaiti,Alaa Althubaiti,2016.0,10.2147/jmdh.s104807,https://pubmed.ncbi.nlm.nih.gov/27217764,,,Journal of Multidisciplinary Healthcare,,,211,Informa UK Limited,en,https://doi.org/10.2147/jmdh.s104807,0.9,resolved,openalex,2026-08-16T22:32:05Z,X008,"As with other fields, medical sciences are subject to different sources of bias. While understanding sources of bias is a key element for drawing valid conclusions, bias in health research continues to be a very sensitive issue that can affect the focus and outcome of investigations. Information bias, otherwise known as misclassification, is one of the most common sources of bias that affects the validity of health research. It originates from the approach that is utilized to obtain or confirm study measurements. This paper seeks to raise awareness of information bias in observational and experimental research study designs as well as to enrich discussions concerning bias problems. Specifying the types of bias can be essential to limit its effects and, the use of adjustment methods might serve to improve clinical evaluation and health care practice.",Observational study; Information bias; Data science; Publication bias; Computer science; Health care; Focus (optics); Element (criminal law); Confirmation bias; Management science; Psychology; Selection bias,True,article,True,True,False,doi,,"{'venue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 5},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A272,101016jcpr201709002,"Emotion regulation as a transdiagnostic treatment construct across anxiety, depression, substance, eating and borderline personality disorders: A systematic review",Elise Sloan; Kate Hall; Richard Moulding; Shayden Bryce; Helen Mildred; Petra K. Staiger,Elise Sloan,2017.0,10.1016/j.cpr.2017.09.002,https://pubmed.ncbi.nlm.nih.gov/28941927,,,Clinical Psychology Review,57,,141-163,Elsevier BV,en,https://doi.org/10.1016/j.cpr.2017.09.002,0.9,resolved,openalex,2026-08-16T22:32:05Z,X008,"A large body of research has implicated difficulties in emotion regulation as central to the development and maintenance of psychopathology. Emotion regulation has therefore been proposed as a transdiagnostic construct or an underlying mechanism in psychopathology. The transdiagnostic role of emotion regulation has yet to be systematically examined within the psychological treatment outcome literature. It can be proposed that if emotion regulation is indeed a transdiagnostic construct central to the maintenance of psychopathology, then changes in emotion regulation difficulties will occur after effective treatment and this will occur for different disorders. We conducted a systematic review, identifying 67 studies that measured changes in both emotion regulation and symptoms of psychopathology following a psychological intervention for anxiety, depression, substance use, eating pathology or borderline personality disorder. Results demonstrated that regardless of the intervention or disorder, both maladaptive emotion regulation strategy use and overall emotion dysregulation were found to significantly decrease following treatment in all but two studies. Parallel decreases were also found in symptoms of anxiety, depression, substance use, eating pathology and borderline personality disorder. These results contribute to the growing body of evidence supporting the conceptualization of emotion regulation as a transdiagnostic construct. The present study discusses the important implications of these findings for the development of unified treatments that target emotion regulation for individuals who present with multiple disorders.",Psychopathology; Psychology; Borderline personality disorder; Anxiety; Construct (python library); Conceptualization; Clinical psychology; Eating disorders; Intervention (counseling); Depression (economics); Psychotherapist; Personality pathology,True,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A273,103389fnhum201800353,How Breath-Control Can Change Your Life: A Systematic Review on Psycho-Physiological Correlates of Slow Breathing,Andrea Zaccaro; Andrea Piarulli; Marco Laurino; Erika Garbella; Danilo Menicucci; Bruno Neri; Angelo Gemignani,Andrea Zaccaro,2018.0,10.3389/fnhum.2018.00353,https://pubmed.ncbi.nlm.nih.gov/30245619,,,Frontiers in Human Neuroscience,12,,,Frontiers Media SA,en,https://doi.org/10.3389/fnhum.2018.00353,0.9,resolved,openalex,2026-08-16T22:32:05Z,X008,"Background. The psycho-physiological changes in brain-body interaction observed in most of meditative and relaxing practices rely on voluntary slowing down of breath frequency. However, the identification of mechanisms linking breath control to its psychophysiological effects is still under debate. This systematic review is aimed at unveiling psychophysiological mechanisms underlying slow breathing techniques (<10 breaths/minute) and their effects on healthy subjects. Methods. A systematic search of MEDLINE and SCOPUS databases, using keywords related to both breathing techniques and to their psychophysiological outcomes, focusing on cardio-respiratory and central nervous system, has been conducted. From a pool of 2461 abstracts only 15 articles met eligibility criteria and were included in the review. The present systematic review follows the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Results. The main effects of slow breathing techniques cover autonomic and central nervous systems activities as well as the psychological status. Slow breathing techniques promote autonomic changes increasing Heart Rate Variability and Respiratory Sinus Arrhythmia paralleled by Central Nervous System (CNS) activity modifications. EEG studies show an increase in alpha and a decrease in theta power. Anatomically, the only available fMRI study highlights increased activity in cortical (e.g. prefrontal, motor, and parietal cortices) and subcortical (e.g. pons, thalamus, sub-parabrachial nucleus, periaqueductal grey, and hypothalamus) structures. Psychological/behavioral outputs related to the abovementioned changes are increased comfort, relaxation, pleasantness, vigor and alertness, and reduced symptoms of arousal, anxiety, depression, anger and confusion. Conclusions. Slow breathing techniques act enhancing autonomic, cerebral and psychological flexibility in a scenario of mutual interactions: we found evidence of links between parasympathetic activity (increased HRV and LF power), CNS activities (increased EEG alpha power and decreased EEG theta power) related to emotional control and psychological well-being in healthy subjects. Our hypothesis considers two different mechanisms for explaining psychophysiological changes induced by voluntary control of slow breathing: one is related to a voluntary regulation of internal bodily states (enteroception), the other is associated to the role of mechanoceptors within the nasal vault in translating slow breathing in a modulation of olfactory bulb activity, which in turn tunes the activity of the entire cortical mantle.",Breathing; Arousal; Neuroscience; Anxiety; Psychology; Alertness; Heart rate variability; Vagal tone; Autonomic nervous system; Periaqueductal gray; Thalamus; Medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A274,103389fpsyg201700220,"Mindfulness and Emotion Regulation: Insights from Neurobiological, Psychological, and Clinical Studies",Simón Guendelman; Sebastián Medeiros; Hagen Rampes,Simón Guendelman,2017.0,10.3389/fpsyg.2017.00220,https://pubmed.ncbi.nlm.nih.gov/28321194,,,Frontiers in Psychology,8,,,Frontiers Media SA,en,https://doi.org/10.3389/fpsyg.2017.00220,0.9,resolved,openalex,2026-08-16T22:32:06Z,X008,"There is increasing interest in the beneficial clinical effects of mindfulness-based interventions (MBIs). Research has demonstrated their efficacy in a wide range of psychological conditions characterized by emotion dysregulation. Neuroimaging studies have evidenced functional and structural changes in a myriad of brain regions mainly involved in attention systems, emotion regulation and self-referential processing. In this article we review studies on psychological and neurobiological correlates across different empirically derived models of research, including dispositional mindfulness, mindfulness induction, MBIs and expert meditators in relation to emotion regulation. From the perspective of recent findings in the neuroscience of emotion regulation, we discuss the interplay of top-down and bottom-up emotion regulation mechanisms associated with different mindfulness models. From a phenomenological and cognitive perspective, authors have argued that mindfulness elicits a “mindful emotion regulation” strategy; however, from a clinical perspective, this construct has not been properly differentiated from other strategies and interventions within MBIs. In this context we propose the distinction between top-down and bottom-up mindfulness based emotion regulation strategies. Furthermore, we propose an embodied emotion regulation framework as a multilevel approach for understanding psychobiological changes due to mindfulness meditation regarding its effect on emotion regulation. Finally, based on clinical neuroscientific evidence on mindfulness, we open perspectives and dialogues regarding commonalities and differences between MBIs and other psychotherapeutic strategies for emotion regulation.",Psychology; Mindfulness; Cognitive psychology; Emotional regulation; Psychotherapist; Developmental psychology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
