local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,il_outcome,il_failed_ids,il_missing_ids,il_met_ids,il_uncertain_ids,il_evidence_json,il_reason_summary
A014,101097jcp0b013e31818a6d25,Influence of Olanzapine on QT Variability and Complexity Measures of Heart Rate in Patients With Schizophrenia,Karl‐Jürgen Bär; Mandy Koschke; Sandy Berger; Steffen Schulz; Manuel E. Tancer; Andreas Voss; Vikram K. Yeragani,Karl‐Jürgen Bär,2008.0,10.1097/jcp.0b013e31818a6d25,https://pubmed.ncbi.nlm.nih.gov/19011440,,,Journal of Clinical Psychopharmacology,28,6,694-698,Ovid Technologies (Wolters Kluwer Health),en,https://doi.org/10.1097/jcp.0b013e31818a6d25,0.9,resolved,openalex,2026-08-16T22:28:36Z,X001,"Previous studies have shown that untreated patients with acute schizophrenia present with reduced heart rate variability and complexity as well as increased QT variability. This autonomic dysregulation might contribute to increased cardiac morbidity and mortality in these patients. However, the additional effects of newer antipsychotics on autonomic dysfunction have not been investigated, applying these new cardiac parameters to gain information about the regulation at sinus node level as well as the susceptibility to arrhythmias. We have investigated 15 patients with acute schizophrenia before and after established olanzapine treatment and compared them with matched controls. New nonlinear parameters (approximate entropy, compression entropy, fractal dimension) of heart rate variability and also the QT-variability index were calculated. In accordance with previous results, we have observed reduced complexity of heart rate regulation in untreated patients. Furthermore, the QT-variability index was significantly increased in unmedicated patients, indicating increased repolarization lability. Reduction of the heart rate regulation complexity after olanzapine treatment was seen, as measured by compression entropy of heart rate. No change in QT variability was observed after treatment. This study shows that unmedicated patients with acute schizophrenia experience autonomic dysfunction. Olanzapine treatment seems to have very little additional impact in regard to the QT variability. However, the decrease in heart rate complexity after olanzapine treatment suggests decreased cardiac vagal function, which may increase the risk for cardiac mortality. Further studies are warranted to gain more insight into cardiac regulation in schizophrenia and the effect of novel antipsychotics.",Olanzapine; Heart rate variability; Cardiology; Heart rate; Internal medicine; Medicine; Vagal tone; Schizophrenia (object-oriented programming); Long QT syndrome; Electrocardiography; QT interval; Clozapine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X001.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A219,101002dev20582,Sympathetic and parasympathetic responses to social stress across adolescence,Tom Hollenstein; Adrian McNeely; Jenny Eastabrook; Allison R. Mackey; Jessica J. Flynn,Tom Hollenstein,2011.0,10.1002/dev.20582,https://pubmed.ncbi.nlm.nih.gov/21688260,,,Developmental Psychobiology,54,2,207-214,Wiley,en,https://doi.org/10.1002/dev.20582,0.9,resolved,openalex,2026-08-16T22:31:18Z,X006,"Many transformations that occur in adolescence are related to emotion and emotion regulation, yet very little is known about the autonomic underpinnings of these changes. The aim of the study was to document age-related differences in autonomic responses to social stress and relations to emotion regulation. Ninety-nine female adolescents engaged in a paced breathing and a spontaneous speech task while electrocardiography measurements were taken. Spectral decomposition of the heart period data was used to create measures of sympathetic and parasympathetic activity. Results revealed a positive correlation between age and sympathetic activity and a negative correlation between age and parasympathetic activity. These findings contribute to a better understanding of the age-related norms of cardiac variability across adolescence.",Psychology; Vagal tone; Correlation; Parasympathetic nervous system; Heart rate variability; Sympathetic activity; Autonomic nervous system; Developmental psychology; Negative correlation; Stress (linguistics); Audiology; Internal medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A220,101002da1019,Heart rate and QT variability in children with anxiety disorders: A preliminary report,Vikram K. Yeragani; K.A. Radhakrishna Rao; Robert Pohl; V.C. Jampala; Richard Balon,Vikram K. Yeragani,2001.0,10.1002/da.1019,https://pubmed.ncbi.nlm.nih.gov/11301923,,,Depression and Anxiety,13,2,72-77,Hindawi Limited,en,https://doi.org/10.1002/da.1019,0.9,resolved,openalex,2026-08-16T22:31:18Z,X006,"This study compared beat-to-beat heart rate and QT variability in children with anxiety disorders (n = 7) and normal controls (n = 15) by using an automated algorithm to compute QT intervals. An increase in QT variability appears to be associated with a higher risk for sudden cardiac death. A decrease in heart rate variability is also linked to significant cardiovascular events. Supine detrended QT variability, QT variability corrected for mean QT interval, and QTvi (a log ratio of QT variance normalized for mean QT over heart rate variability normalized for mean heart rate) were significantly higher in children with anxiety compared to controls (P < 0.05). The largest Lyapunov Exponent (LLE) of heart rate time series was significantly lower (P < 0.05) in children with anxiety compared to controls. These findings suggest a relative increase in sympathetic activity and a relative decrease in cardiac vagal activity in children with anxiety disorders, and are discussed in the context of the effects of tricyclics on cardiac autonomic function in children, and the rare occurrence of sudden death during tricyclic antidepressant treatment.",Heart rate variability; QT interval; Heart rate; Anxiety; Cardiology; Internal medicine; Medicine; Sudden cardiac death; Supine position; Long QT syndrome; Sudden death; Electrocardiography,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A222,101007s0024600893278,Autonomic Nervous System Function in Infants and Adolescents: Impact of Autonomic Tests on Heart Rate Variability,Elke Longin; Carmen Dimitriadis; S. Shazi; Thorsten Gerstner; Tamara Lenz; Stephan König,Elke Longin,2008.0,10.1007/s00246-008-9327-8,https://pubmed.ncbi.nlm.nih.gov/19037686,,,Pediatric Cardiology,30,3,311-324,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00246-008-9327-8,0.9,resolved,openalex,2026-08-16T22:31:19Z,X006,"Measurement of heart rate variability (HRV) shows information on the functional state of the autonomic nervous system (ANS). In adults there are standardized autonomic tests and well-established ranges of normal values, which is not the case in children. The aim of the present study was (1) to introduce an ANS test battery, especially for children and adolescents; (2) to establish normative HRV parameters; and (3) to determine the impact of ANS tests on HRV parameters compared with baseline measurements. We investigated 100 healthy children and adolescents between 6 and 15&nbsp;years old. We subdivided the investigated group into a group of children (5–11&nbsp;years old) and adolescents (12–15&nbsp;years old) and measured HRV by time and frequency domain parameters during baseline, rhythmic breathing, Valsalva test, active standing, tilt-table testing, and handgrip test. The normative HRV data are presented by means, SDs, medians, and percentiles. The results described refer to baseline values for each HRV parameter separately to demonstrate the influence of age on HRV parameters. The study results present not only first normative HRV data for an autonomic test battery especially adapted to children and adolescents, but they also quantify the autonomic changes induced by test procedures compared with baseline measurements.",Medicine; Autonomic nervous system; Cardiac surgery; Autonomic function; Heart rate variability; Vascular surgery; Heart rate; Cardiology; Internal medicine; Blood pressure,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X006.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A223,101111j165122272001tb02425x,Personality profiles and heart rate variability (vagal tone) in children with recurrent abdominal pain,E Olafsdottir; Bjørn Ellertsen; Arnold Berstad; G Fluge,E Olafsdottir,2001.0,10.1111/j.1651-2227.2001.tb02425.x,https://pubmed.ncbi.nlm.nih.gov/11440095,,,Acta Paediatrica,90,6,632-637,Wiley,en,https://doi.org/10.1111/j.1651-2227.2001.tb02425.x,0.9,resolved,openalex,2026-08-16T22:31:21Z,X006,"UNLABELLED: The aim of the study was to explore psychological factors and autonomic activity in children with recurrent abdominal pain and to compare them with those in a control group of healthy children. The Personality Inventory for Children was used for assessment of developmental, emotional and psychosocial factors in 25 children with recurrent abdominal pain (age, 7-15 y). Parasympathetic and sympathetic functions in these children and in 23 healthy control subjects (age, 7-13 y) were also investigated, non-invasively using a computerized polygraph. Vagal tone (parasympathetic function) was indexed by calculation of respiratory sinus arrhythmia in beats/min. Skin conductance (sympathetic function) was recorded by the constant current method. On the Personality Inventory for Children, 16 patients had high scores on somatic concern. Several patients had scores in the clinical range for depression, withdrawal and anxiety, but the mean scores for these personality profile scales were well within the normal range of healthy children. Interestingly, there was a spike on the L (Lie)-scale for most of the patients and 15 patients had scores above or close to the clinical cut-off value. As compared with the scores in healthy children, vagal tone and sympathetic tone were normal. CONCLUSION: Many children with recurrent abdominal pain have scores in the clinical range for depression, withdrawal, anxiety and L-scale indicating coping problems, denial and a trend towards somatic concern that may contribute to the evolution of abdominal pain. Autonomic nerve activity was not disturbed in these children.",Vagal tone; Medicine; Eysenck Personality Questionnaire; Anxiety; Heart rate variability; Heart rate; Psychosocial; Personality; Autonomic nervous system; Anesthesia; Internal medicine; Psychiatry,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,IC-1,,"{""IC-1"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""vagal tone (parasympathetic function) was indexed by calculation of respiratory sinus arrhythmia in beats/min"", ""quote_valid"": false, ""span"": [115, 143], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A224,101093jpepsyjsp010,Exploring Psychophysiological Markers of Vulnerability to Somatic Illnesses in Females,Alison E. Hipwell; Kate Keenan; Anna L. Marsland,Alison E. Hipwell,2009.0,10.1093/jpepsy/jsp010,https://pubmed.ncbi.nlm.nih.gov/19286887,,,Journal of Pediatric Psychology,34,9,1030-1039,Oxford University Press (OUP),en,https://doi.org/10.1093/jpepsy/jsp010,0.9,resolved,openalex,2026-08-16T22:31:21Z,X006,"OBJECTIVE: To examine the association between biological stress regulation and somatic complaints in young girls prior to the onset of clear psychopathology such as somatization disorder. METHODS: Salivary cortisol, heart rate variability (HRV), and negative mood were assessed in 48 12-year-old girls in response to the Trier Social Stress Test for Children (TSST-C). Parent and child report on the Children's Somatization Inventory was used to identify girls with high and low somatic complaints. RESULTS: Girls with high levels of somatic complaints had significantly higher initial levels of cortisol, which decreased over time, and showed a trend for a more limited HRV in response to the TSST-C than girls with low levels of somatic complaints. CONCLUSIONS: High levels of cortisol and possibly low HRV among girls with somatic complaints may interfere with flexibility in responding to typical psychosocial stressors, which may increase vulnerability to the onset of somatic illnesses in females.",Somatization; Somatic cell; Psychology; Stressor; Trier social stress test; Psychopathology; Psychosocial; Clinical psychology; Heart rate variability; Mood; Psychiatry; Anxiety,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A227,1011861751075975,"Relationship between autonomic cardiovascular control, case definition, clinical symptoms, and functional disability in adolescent chronic fatigue syndrome: an exploratory study",Vegard Bruun Wyller; Ingrid B. Helland,Vegard Bruun Wyller,2013.0,10.1186/1751-0759-7-5,https://pubmed.ncbi.nlm.nih.gov/23388153,,,BioPsychoSocial Medicine,7,1,5,Springer Science and Business Media LLC,en,https://doi.org/10.1186/1751-0759-7-5,0.9,resolved,openalex,2026-08-16T22:31:25Z,X006,"Chronic Fatigue Syndrome (CFS) is characterized by severe impairment and multiple symptoms. Autonomic dysregulation has been demonstrated in several studies. We aimed at exploring the relationship between indices of autonomic cardiovascular control, the case definition from Centers for Disease Control and Prevention (CDC criteria), important clinical symptoms, and disability in adolescent chronic fatigue syndrome. 38 CFS patients aged 12-18 years were recruited according to a wide case definition (ie. not requiring accompanying symptoms) and subjected to head-up tilt test (HUT) and a questionnaire. The relationships between variables were explored with multiple linear regression analyses. In the final models, disability was positively associated with symptoms of cognitive impairments (p<0.001), hypersensitivity (p<0.001), fatigue (p=0.003) and age (p=0.007). Symptoms of cognitive impairments were associated with age (p=0.002), heart rate (HR) at baseline (p=0.01), and HR response during HUT (p=0.02). Hypersensitivity was associated with HR response during HUT (p=0.001), high-frequency variability of heart rate (HF-RRI) at baseline (p=0.05), and adherence to the CDC criteria (p=0.005). Fatigue was associated with gender (p=0.007) and adherence to the CDC criteria (p=0.04). In conclusion, a) The disability of CFS patients is not only related to fatigue but to other symptoms as well; b) Altered cardiovascular autonomic control is associated with certain symptoms; c) The CDC criteria are poorly associated with disability, symptoms, and indices of altered autonomic nervous activity.",Medicine; Chronic fatigue syndrome; Heart rate variability; Autonomic nervous system; Heart rate; Internal medicine; Disease; Tilt table test; Cognition; Depression (economics); Physical therapy; Blood pressure,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A229,101080080352501750258685,Personality profiles and heart rate variability (vagal tone) in children with recurrent abdominal pain,E Olafsdottir; B Ellertsen; Arnold Berstad; G Fluge,E Olafsdottir,2001.0,10.1080/080352501750258685,,,,Acta Paediatrica,90,6,632-637,Wiley,en,https://doi.org/10.1080/080352501750258685,0.9,resolved,openalex,2026-08-16T22:31:26Z,X006,"The aim of the study was to explore psychological factors and autonomic activity in children with recurrent abdominal pain and to compare them with those in a control group of healthy children. The Personality Inventory for Children was used for assessment of developmental, emotional and psychosocial factors in 25 children with recurrent abdominal pain (age, 7–15 y). Parasympathetic and sympathetic functions in these children and in 23 healthy control subjects (age, 7–13 y) were also investigated, non-invasively using a computerized polygraph. Vagal tone (parasympathetic function) was indexed by calculation of respiratory sinus arrhythmia in beats/min. Skin conductance (sympathetic function) was recorded by the constant current method. On the Personality Inventory for Children, 16 patients had high scores on somatic concern. Several patients had scores in the clinical range for depression, withdrawal and anxiety, but the mean scores for these personality profile scales were well within the normal range of healthy children. Interestingly, there was a spike on the L (Lie)-scale for most of the patients and 15 patients had scores above or close to the clinical cut-off value. As compared with the scores in healthy children, vagal tone and sympathetic tone were normal. Conclusion: Many children with recurrent abdominal pain have scores in the clinical range for depression, withdrawal, anxiety and L-scale indicating coping problems, denial and a trend towards somatic concern that may contribute to the evolution of abdominal pain. Autonomic nerve activity was not disturbed in these children.",Vagal tone; Medicine; Eysenck Personality Questionnaire; Anxiety; Heart rate variability; Personality; Psychosocial; Autonomic nervous system; Heart rate; Anesthesia; Internal medicine; Psychiatry,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 6, 'heuristic': 1}","X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,IC-1,,"{""IC-1"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": ""vagal tone (parasympathetic function) was indexed by calculation of respiratory sinus arrhythmia in beats/min"", ""quote_valid"": false, ""span"": [113, 141], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A265,103389fpsyg201500261,Resting heart rate variability predicts self-reported difficulties in emotion regulation: a focus on different facets of emotion regulation,DeWayne P. Williams; Claudia S. E. Cash; Cameron Rankin; A. Bernardi; Julian Koenig; Julian F. Thayer,DeWayne P. Williams,2015.0,10.3389/fpsyg.2015.00261,https://pubmed.ncbi.nlm.nih.gov/25806017,,,Frontiers in Psychology,6,,,Frontiers Media SA,en,https://doi.org/10.3389/fpsyg.2015.00261,0.9,resolved,openalex,2026-08-16T22:32:01Z,X008,"The Model of Neurovisceral Integration suggests that vagally mediated heart rate variability (vmHRV) represents a psychophysiological index of inhibitory control and thus, is associated with emotion regulation capacity. Over the past decade, growing empirical evidence supports this notion, showing that those with higher resting vmHRV can regulate negative emotions more adequately. However, to our knowledge, no study has previously examined how resting vmHRV may relate to everyday perceived difficulties in emotion regulation. The present study attempts to examine such relationship in 183 undergraduate students (98 female, 60 minority, mean Age = 19.34). Resting vmHRV was collected during a 5-min resting baseline period, and everyday difficulties in emotion regulation were assessed using the Difficulties in Emotion Regulation Scale (DERS). Controlling for potential covariates (including both trait anxiety and rumination), results revealed a negative relationship between resting vmHRV and DERS such that lower resting vmHRV was associated with greater difficulties in emotional regulation, especially a lack of emotional clarity and impulse control, as indicated by the respective subscales of the DERS. These findings provide further evidence for the Neurovisceral Integration Model, suggesting that emotion regulation and autonomic regulation share neural networks within the brain. Moreover, the present study extends prior research by highlighting two distinct facets of emotion regulation (impulse control and emotional clarity) that should be of particular interest when investigating the link between emotion regulation, resting vmHRV, and related health outcomes including morbidity and mortality.",Psychology; Cognitive reappraisal; Autoregulation; CLARITY; Rumination; Expressive Suppression; RESTING HEART RATE; Developmental psychology; Anxiety; Emotional regulation; Heart rate variability; Clinical psychology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,IC-1,,"{""IC-1"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": ""Resting heart rate variability predicts self-reported difficulties in emotion regulation"", ""quote_valid"": true, ""span"": [0, 55], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A273,103389fnhum201800353,How Breath-Control Can Change Your Life: A Systematic Review on Psycho-Physiological Correlates of Slow Breathing,Andrea Zaccaro; Andrea Piarulli; Marco Laurino; Erika Garbella; Danilo Menicucci; Bruno Neri; Angelo Gemignani,Andrea Zaccaro,2018.0,10.3389/fnhum.2018.00353,https://pubmed.ncbi.nlm.nih.gov/30245619,,,Frontiers in Human Neuroscience,12,,,Frontiers Media SA,en,https://doi.org/10.3389/fnhum.2018.00353,0.9,resolved,openalex,2026-08-16T22:32:05Z,X008,"Background. The psycho-physiological changes in brain-body interaction observed in most of meditative and relaxing practices rely on voluntary slowing down of breath frequency. However, the identification of mechanisms linking breath control to its psychophysiological effects is still under debate. This systematic review is aimed at unveiling psychophysiological mechanisms underlying slow breathing techniques (<10 breaths/minute) and their effects on healthy subjects. Methods. A systematic search of MEDLINE and SCOPUS databases, using keywords related to both breathing techniques and to their psychophysiological outcomes, focusing on cardio-respiratory and central nervous system, has been conducted. From a pool of 2461 abstracts only 15 articles met eligibility criteria and were included in the review. The present systematic review follows the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Results. The main effects of slow breathing techniques cover autonomic and central nervous systems activities as well as the psychological status. Slow breathing techniques promote autonomic changes increasing Heart Rate Variability and Respiratory Sinus Arrhythmia paralleled by Central Nervous System (CNS) activity modifications. EEG studies show an increase in alpha and a decrease in theta power. Anatomically, the only available fMRI study highlights increased activity in cortical (e.g. prefrontal, motor, and parietal cortices) and subcortical (e.g. pons, thalamus, sub-parabrachial nucleus, periaqueductal grey, and hypothalamus) structures. Psychological/behavioral outputs related to the abovementioned changes are increased comfort, relaxation, pleasantness, vigor and alertness, and reduced symptoms of arousal, anxiety, depression, anger and confusion. Conclusions. Slow breathing techniques act enhancing autonomic, cerebral and psychological flexibility in a scenario of mutual interactions: we found evidence of links between parasympathetic activity (increased HRV and LF power), CNS activities (increased EEG alpha power and decreased EEG theta power) related to emotional control and psychological well-being in healthy subjects. Our hypothesis considers two different mechanisms for explaining psychophysiological changes induced by voluntary control of slow breathing: one is related to a voluntary regulation of internal bodily states (enteroception), the other is associated to the role of mechanoceptors within the nasal vault in translating slow breathing in a modulation of olfactory bulb activity, which in turn tunes the activity of the entire cortical mantle.",Breathing; Arousal; Neuroscience; Anxiety; Psychology; Alertness; Heart rate variability; Vagal tone; Autonomic nervous system; Periaqueductal gray; Thalamus; Medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,IC-1,,"{""IC-1"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": ""How Breath-Control Can Change Your Life: A Systematic Review on Psycho-Physiological Correlates of Slow Breathing"", ""quote_valid"": true, ""span"": [0, 55], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A275,101016jcobeha201712017,How heart rate variability affects emotion regulation brain networks,Mara Mather; Julian F. Thayer,Mara Mather,2018.0,10.1016/j.cobeha.2017.12.017,https://pubmed.ncbi.nlm.nih.gov/29333483,,,Current Opinion in Behavioral Sciences,19,,98-104,Elsevier BV,en,https://doi.org/10.1016/j.cobeha.2017.12.017,0.9,resolved,openalex,2026-08-16T22:32:06Z,X008,"Individuals with high heart rate variability tend to have better emotional well-being than those with low heart rate variability, but the mechanisms of this association are not yet clear. In this paper, we propose the novel hypothesis that by inducing oscillatory activity in the brain, high amplitude oscillations in heart rate enhance functional connectivity in brain networks associated with emotion regulation. Recent studies using daily biofeedback sessions to increase the amplitude of heart rate oscillations suggest that high amplitude physiological oscillations have a causal impact on emotional well-being. Because blood flow timing helps determine brain network structure and function, slow oscillations in heart rate have the potential to strengthen brain network dynamics, especially in medial prefrontal regulatory regions that are particularly sensitive to physiological oscillations.",Heart rate; Heart rate variability; Biofeedback; Brain function; Neuroscience; Psychology; Brain activity and meditation; Functional connectivity; Electroencephalography; Medicine; Internal medicine; Blood pressure,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A276,101016jneubiorev201612032,Heart rate variability indices as bio-markers of top-down self-regulatory mechanisms: A meta-analytic review,Jacob B. Holzman; David J. Bridgett,Jacob B. Holzman,2017.0,10.1016/j.neubiorev.2016.12.032,https://pubmed.ncbi.nlm.nih.gov/28057463,,,Neuroscience &amp; Biobehavioral Reviews,74,,233-255,Elsevier BV,en,https://doi.org/10.1016/j.neubiorev.2016.12.032,0.9,resolved,openalex,2026-08-16T22:32:06Z,X008,,Heart rate variability; Psychology; Context (archaeology); Meta-analysis; Cognition; Self-control; Executive functions; Emotional regulation; Cognitive psychology; Developmental psychology; Heart rate; Neuroscience,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
